feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,target
27.1,15.5,1022.7,16.9,6.7,9.9,32.0,23.2,0
22.8,13.7,1017.7,11.2,9.3,15.0,26.2,20.1,0
24.5,15.9,1005.4,3.2,15.6,23.9,26.2,23.2,0
17.3,5.2,1013.2,10.1,17.7,24.9,24.3,13.1,0
14.4,3.8,1023.8,19.9,2.3,8.9,27.1,7.2,0
25.9,17.8,1018.5,7.2,5.3,8.9,29.1,23.2,1
18.8,8.5,1019.8,10.8,7.0,11.8,29.1,11.1,0
10.8,1.1,1017.5,15.0,2.6,7.0,23.2,5.2,0
27.9,19.9,1011.9,6.8,5.1,11.8,34.0,17.2,0
25.8,18.1,1015.8,2.0,3.1,8.0,31.1,22.1,0
32.0,25.6,1013.2,2.1,4.7,9.9,36.0,29.1,1
35.4,29.9,1018.9,1.7,2.3,5.8,37.0,35.1,1
33.0,26.0,1026.3,2.9,4.5,9.9,35.1,30.2,0
36.6,29.5,1019.9,5.9,10.0,14.0,44.1,33.1,0
38.9,31.2,1012.2,8.1,1.7,5.8,46.0,34.0,0
37.4,30.4,1016.2,3.2,2.9,7.0,44.1,35.1,1
36.6,28.7,1014.3,7.2,5.1,10.9,48.9,32.0,0
34.6,28.4,1019.2,9.1,2.4,8.0,45.0,30.2,0
38.1,33.9,1014.6,3.5,5.7,11.8,50.0,33.1,0
46.3,39.2,1003.2,15.5,7.2,14.0,60.1,39.0,0
46.6,37.7,1014.9,7.5,6.7,11.8,55.0,39.0,1
38.1,32.3,1023.5,3.3,6.2,10.9,44.1,35.1,1
39.8,36.9,1019.7,2.9,4.1,10.9,46.9,35.1,1
35.3,32.3,1015.9,4.0,4.3,11.8,43.0,31.1,0
36.7,29.8,1015.6,13.8,8.6,16.9,42.1,34.0,0
30.7,20.9,1023.2,17.2,5.1,10.9,36.0,28.2,0
38.1,26.9,1018.6,18.0,10.7,17.9,54.0,30.2,0
46.5,31.3,1014.6,19.9,11.6,16.9,55.0,41.0,1
44.1,30.9,1013.2,19.9,4.8,8.9,59.0,34.0,0
48.4,36.7,1010.4,19.7,5.3,9.9,57.0,39.9,1
49.1,41.0,1009.8,11.0,3.7,11.8,71.1,36.0,0
58.1,47.1,1002.9,15.4,5.8,15.0,77.0,45.0,0
58.0,53.3,998.6,11.3,7.3,15.9,66.0,54.0,1
57.0,54.6,992.5,9.2,10.3,22.0,59.0,53.1,1
51.1,48.2,994.4,10.2,5.8,15.0,57.9,45.0,1
36.5,27.4,1001.9,16.3,11.1,15.9,45.0,31.1,0
27.0,14.6,1011.0,15.5,16.1,22.0,30.2,24.3,0
26.8,13.3,1019.5,16.4,16.7,22.9,36.0,22.1,0
26.0,13.1,1023.4,19.9,10.6,15.0,34.0,18.1,0
29.8,19.0,1025.6,14.5,3.0,8.9,37.9,26.2,0
34.2,24.4,1017.7,11.4,7.1,15.0,54.0,25.2,0
45.7,33.7,1006.3,18.0,5.4,12.8,57.0,36.0,0
42.4,32.6,1009.1,16.8,3.9,11.8,55.0,31.1,0
43.2,36.0,1003.5,10.2,10.1,17.9,53.1,37.9,1
36.0,31.0,1013.6,9.6,10.8,14.0,41.0,34.0,1
34.7,29.4,1015.5,6.2,9.3,12.8,37.0,33.1,1
34.6,28.5,1011.4,9.8,8.9,14.0,37.0,33.1,0
35.5,27.1,1011.8,12.8,9.8,15.0,37.9,33.1,0
30.1,21.9,1013.3,7.3,10.3,15.0,34.0,27.1,0
28.9,14.1,1015.7,16.8,10.2,14.0,35.1,24.3,0
30.2,15.0,1020.4,19.1,3.7,10.9,37.9,23.2,0
34.1,19.2,1022.8,19.9,2.6,5.8,42.1,27.1,0
37.1,23.2,1019.6,14.1,6.4,15.9,44.1,31.1,0
36.0,25.8,1014.6,8.5,11.5,17.9,42.1,32.0,1
34.7,30.7,1006.6,3.9,12.7,17.9,36.0,33.1,1
33.4,27.2,1004.7,5.6,14.1,21.0,35.1,31.1,0
33.6,25.2,1020.2,13.5,6.4,17.9,37.0,27.1,0
35.3,27.6,1022.9,13.5,5.6,8.9,39.9,32.0,1
40.5,36.3,1018.4,6.2,5.1,9.9,50.0,36.0,1
48.5,40.2,1005.5,14.1,7.5,14.0,62.1,42.1,1
47.1,36.7,1004.6,17.9,10.0,17.9,59.0,41.0,1
38.4,30.4,1005.8,12.4,20.9,28.0,42.1,35.1,1
38.5,28.0,1008.0,15.9,9.5,15.9,42.1,35.1,0
37.5,28.1,1015.9,18.4,6.2,14.0,42.1,34.0,1
35.6,29.7,1018.6,8.8,8.1,14.0,37.0,33.6,1
36.5,29.4,1017.7,10.3,9.6,12.8,42.1,34.0,1
38.1,27.8,1020.2,13.8,4.5,11.8,48.9,30.2,0
38.7,26.1,1019.4,13.7,3.9,8.0,46.0,34.0,1
36.2,30.6,1011.2,4.1,8.1,12.8,39.9,34.0,1
39.8,30.1,1010.1,14.0,10.9,15.0,51.1,35.1,1
44.5,32.5,1013.2,18.6,4.2,14.0,57.9,34.0,0
49.4,40.1,1000.2,14.1,11.2,15.9,59.0,43.0,1
41.6,34.5,998.3,12.3,11.0,15.0,55.9,37.0,1
33.0,24.1,1005.4,8.9,20.3,25.8,37.9,29.1,0
36.9,21.0,1018.7,19.9,7.4,17.9,50.0,28.2,0
41.8,26.1,1020.2,19.9,6.4,15.0,48.9,32.0,0
37.9,25.0,1017.4,17.8,7.9,15.9,44.1,33.1,1
36.2,23.9,1017.5,16.4,4.4,11.8,48.0,28.2,0
38.7,24.1,1013.7,18.0,5.6,10.9,46.9,33.1,0
43.9,29.4,1014.9,19.9,4.9,11.8,54.0,39.9,0
50.7,37.5,1012.5,13.1,5.6,11.8,60.1,46.0,0
54.7,45.3,1011.9,10.3,3.4,8.0,63.0,50.0,1
55.7,38.5,1014.4,14.3,7.1,14.0,62.1,46.9,0
50.8,29.0,1018.6,19.7,3.5,8.0,64.0,36.0,0
56.5,34.3,1009.2,19.9,7.1,17.9,72.0,41.0,0
64.8,46.0,999.1,19.9,9.3,15.0,75.0,52.0,0
56.3,35.4,1012.3,19.1,6.0,14.0,71.1,46.0,1
54.0,42.7,1012.8,18.0,2.0,5.8,66.0,41.0,1
55.3,42.2,1014.1,19.7,9.0,14.0,64.0,50.0,0
54.7,38.7,1012.4,15.1,6.7,10.9,66.9,46.9,0
56.2,46.4,999.3,11.4,10.0,22.0,66.0,51.1,1
46.4,40.2,1001.3,11.3,14.0,19.8,55.9,44.1,1
51.9,39.9,1008.7,12.9,9.3,14.0,64.9,45.0,1
56.1,37.2,1013.4,19.9,4.5,9.9,64.9,46.0,0
60.9,44.6,1011.1,19.9,5.5,16.9,75.9,51.1,0
67.4,51.2,999.0,17.6,9.0,15.9,78.1,60.1,1
56.3,45.3,1003.8,15.0,13.2,24.9,66.9,47.7,1
52.4,33.0,1024.0,19.9,3.8,9.9,62.1,41.0,0
56.4,37.5,1018.7,19.9,9.6,19.8,71.1,46.0,0
60.6,42.6,1015.6,18.2,9.4,16.9,72.0,48.9,0
63.9,49.5,1015.0,13.6,5.6,10.9,72.0,57.9,1
61.3,55.6,1011.9,7.1,8.6,15.0,69.1,52.0,1
55.7,44.1,1015.6,18.8,3.9,9.9,66.9,46.9,1
50.1,37.9,1017.2,15.4,8.2,11.8,61.0,43.0,1
50.2,30.5,1019.2,17.8,3.2,8.9,62.1,35.1,0
56.0,35.9,1018.7,19.9,2.0,8.0,64.9,45.0,0
53.7,40.0,1017.3,15.9,8.2,15.0,63.0,46.9,1
53.5,46.6,1010.2,8.6,7.0,11.8,57.9,51.1,1
54.7,48.1,1008.3,5.3,8.1,11.8,62.1,52.0,1
55.4,48.0,1017.6,9.1,2.4,8.0,63.0,46.9,0
55.6,52.2,1013.9,8.0,1.6,7.0,61.0,48.0,1
60.6,51.3,1008.7,11.3,6.8,17.9,71.1,49.6,0
60.2,41.4,1016.9,19.9,4.6,14.0,73.0,46.9,0
66.6,50.9,1014.0,18.6,4.5,9.9,84.9,53.6,1
62.5,43.4,1016.8,19.5,6.4,9.9,71.1,51.1,0
61.8,44.4,1016.6,19.7,3.7,12.8,75.0,51.1,1
72.4,57.5,1009.0,19.9,7.8,14.0,90.0,61.0,1
73.9,55.2,1010.0,18.8,6.3,9.9,86.0,62.1,0
62.0,42.8,1013.5,19.9,10.1,17.9,73.0,55.9,0
56.9,40.6,1011.9,18.4,9.5,15.9,66.0,48.0,0
57.5,42.9,1010.7,19.9,6.8,12.8,68.0,48.0,1
57.6,47.7,1011.9,19.5,2.0,5.8,66.9,46.0,1
62.7,54.3,1009.1,17.2,5.3,9.9,73.9,55.9,0
69.0,58.0,1007.3,11.0,6.2,14.0,79.0,62.1,0
68.9,47.3,1011.0,19.9,6.5,15.0,82.9,53.1,0
62.2,48.9,1014.4,13.8,7.1,9.9,77.0,53.1,1
59.7,44.8,1016.7,17.6,5.9,11.8,73.0,48.0,0
64.4,43.3,1014.5,19.9,2.2,8.0,77.0,50.0,0
69.9,51.0,1011.8,19.9,3.8,9.9,82.9,55.9,0
74.7,54.8,1011.7,19.9,3.7,9.9,89.1,61.0,0
73.3,61.5,1013.7,15.4,7.1,14.0,84.9,66.9,1
70.2,62.2,1012.0,11.9,8.7,14.0,75.9,66.0,1
72.3,64.6,1009.1,7.6,11.0,17.9,81.0,66.9,1
74.1,64.7,1006.5,10.0,11.8,17.9,81.0,63.0,1
65.7,55.7,1010.7,12.6,8.7,17.9,79.0,59.0,1
69.3,54.3,1013.5,19.5,4.5,9.9,78.1,60.1,1
66.0,57.5,1015.9,16.8,3.1,9.9,75.9,61.0,1
66.9,58.5,1016.1,19.9,4.5,11.8,78.1,62.1,0
67.5,60.1,1011.8,15.3,3.1,9.9,75.9,62.1,1
69.8,63.7,1010.9,10.6,5.4,15.0,75.0,66.0,1
76.6,68.8,1009.8,8.7,9.2,15.0,88.0,70.0,0
80.8,69.8,1012.8,11.4,10.1,17.9,89.1,72.0,0
81.5,69.2,1015.1,11.6,8.8,15.0,90.0,72.0,0
82.0,70.2,1018.4,7.2,3.0,8.9,91.0,71.1,0
81.9,69.1,1017.6,6.6,3.4,9.9,88.0,73.9,0
80.0,65.7,1013.7,8.8,6.5,15.0,88.0,71.1,0
77.9,66.2,1010.5,11.0,5.6,12.8,86.0,72.0,0
74.8,66.0,1008.6,14.4,3.3,8.9,82.9,70.0,1
73.6,65.2,1007.5,16.2,3.7,8.9,80.1,70.0,1
70.3,64.9,1006.6,9.8,2.6,8.0,77.0,66.9,1
76.8,67.9,1006.0,16.8,4.7,14.0,90.0,66.9,0
81.3,68.9,1005.5,19.1,5.7,8.9,89.1,70.0,0
83.2,72.8,1004.4,15.1,9.7,18.8,89.1,78.1,0
84.1,71.9,1000.6,13.7,11.1,15.9,91.0,78.1,0
74.0,52.1,1011.2,17.4,8.8,15.0,89.1,62.1,0
72.5,56.0,1020.5,15.5,3.4,8.9,82.0,61.0,0
75.2,60.0,1021.6,14.9,3.7,10.9,84.9,64.9,0
76.7,61.7,1020.9,13.9,8.3,14.0,87.1,66.0,0
78.4,62.5,1019.7,13.1,7.1,9.9,90.0,66.9,0
78.8,61.3,1018.1,14.7,6.9,11.8,91.0,66.0,0
79.9,62.5,1014.3,14.8,6.7,11.8,93.9,66.9,0
79.2,61.3,1014.3,12.6,6.3,9.9,90.0,70.0,0
76.6,57.8,1019.0,17.2,4.0,8.9,88.0,64.9,0
82.6,66.5,1017.0,13.8,6.4,11.8,91.9,73.0,0
79.5,65.6,1015.3,5.6,7.5,12.8,91.0,71.1,0
78.6,65.4,1011.9,9.7,10.4,15.9,88.0,69.1,0
78.7,67.7,1011.8,18.6,8.6,15.0,86.0,72.0,0
80.3,68.2,1014.2,18.6,6.0,10.9,90.0,73.0,0
83.6,70.5,1013.3,17.6,6.4,14.0,97.0,73.9,0
87.6,70.4,1013.6,18.2,6.7,11.8,102.0,75.0,0
88.4,67.7,1014.8,17.0,5.4,9.9,100.0,75.0,0
88.3,66.2,1014.1,17.8,6.3,8.9,102.0,75.9,0
87.5,66.0,1013.4,16.2,3.1,7.0,102.0,72.0,0
81.5,67.0,1012.4,14.9,5.1,11.8,98.1,73.9,1
74.6,64.0,1015.6,16.8,5.6,9.9,79.0,71.1,1
72.5,59.8,1017.8,18.4,2.6,7.0,84.9,60.1,0
77.0,62.5,1016.4,19.9,4.3,9.9,89.1,66.0,0
82.8,67.0,1010.2,12.0,7.7,10.9,105.1,73.0,0
87.1,70.3,1009.5,14.4,4.6,14.0,98.1,79.0,0
78.8,69.9,1016.7,12.5,6.0,15.9,90.0,71.1,1
79.6,69.2,1020.5,15.9,2.0,11.8,91.0,71.1,1
79.1,67.5,1019.0,19.2,2.5,9.9,90.0,68.0,0
78.6,67.2,1018.6,18.6,3.8,9.9,89.1,69.1,1
83.7,69.7,1017.0,16.6,6.0,8.9,100.9,73.0,0
85.6,68.5,1014.8,16.3,4.9,9.9,98.1,75.9,0
84.9,70.9,1016.3,14.1,2.5,8.0,97.0,75.0,0
85.7,71.1,1018.0,14.7,3.3,8.0,97.0,75.0,0
82.3,71.6,1018.5,11.6,2.8,9.9,93.0,73.9,1
77.6,68.2,1018.8,13.5,3.0,8.0,91.0,69.1,0
79.9,68.0,1015.7,13.4,1.9,5.8,91.0,69.1,0
79.1,67.8,1016.6,14.2,2.7,8.0,90.0,70.0,0
82.9,67.4,1013.5,17.2,5.9,11.8,96.1,71.1,0
77.2,60.5,1015.1,17.8,6.6,9.9,91.9,64.9,0
70.2,58.0,1017.6,17.6,4.4,8.0,80.1,60.1,0
72.7,60.5,1016.8,13.8,4.0,8.0,84.0,64.0,0
77.6,65.7,1017.9,10.6,3.4,5.8,86.0,71.1,0
79.6,67.1,1014.8,11.7,8.0,14.0,93.9,69.1,0
86.3,67.9,1011.9,14.3,7.5,11.8,104.0,73.9,0
86.8,67.0,1010.2,15.5,4.1,8.9,99.0,73.9,0
86.6,68.1,1010.6,16.4,3.9,10.9,100.9,73.9,0
83.8,63.7,1014.1,14.9,5.6,8.9,95.0,72.0,0
77.7,64.5,1015.6,15.4,5.0,11.8,91.0,71.1,1
76.6,69.8,1011.2,9.5,6.4,11.8,90.0,70.0,1
77.1,69.0,1013.4,14.3,5.7,19.8,89.1,68.0,1
72.4,66.1,1017.1,8.4,6.0,9.9,78.1,69.1,1
77.0,68.4,1018.3,9.4,7.0,9.9,91.9,68.0,0
81.0,69.4,1017.9,12.0,5.5,9.9,93.0,72.0,0
82.6,68.7,1015.6,14.8,4.8,8.9,93.9,72.0,0
80.0,66.9,1015.1,14.4,5.8,11.8,90.0,72.0,1
76.5,66.9,1017.4,14.1,3.1,8.0,87.1,66.0,0
78.0,67.2,1015.3,16.4,4.6,9.9,86.0,70.0,0
74.9,64.8,1012.2,15.5,6.0,17.9,82.0,64.0,0
73.7,64.0,1016.9,13.8,3.3,7.0,82.9,66.0,0
57.0,54.2,1018.2,6.5,4.0,8.9,66.0,51.1,0
61.8,58.8,1019.1,4.7,1.6,7.0,66.9,59.0,0
57.9,55.9,1019.4,5.8,4.1,19.8,63.0,55.0,1
45.7,37.7,1025.2,12.5,5.7,9.9,54.0,39.9,1
43.6,34.8,1021.6,14.7,4.8,8.0,48.9,39.9,0
50.7,46.7,1016.6,7.3,1.4,4.9,54.0,48.9,1
51.0,47.0,1013.8,8.1,3.6,10.9,61.0,45.0,0
52.5,48.6,1011.1,9.0,3.9,10.9,57.0,48.9,1
40.9,35.9,1011.1,6.6,14.8,24.9,46.9,36.0,1
35.7,24.1,1019.5,19.9,16.8,24.9,39.0,32.0,0
32.2,22.1,1023.0,18.2,5.8,8.9,36.0,30.2,0
34.7,28.5,1017.6,9.8,7.7,11.8,35.1,33.1,1
40.8,34.5,1010.4,5.8,4.6,9.9,61.0,33.1,1
46.6,36.9,1002.2,14.5,9.9,15.9,55.0,42.1,0
38.4,30.2,1017.3,9.1,9.8,16.9,43.0,35.1,1
35.2,27.0,1022.2,9.2,1.7,5.8,37.9,32.0,0
39.8,31.4,1011.7,9.1,5.1,8.9,53.1,34.0,0
43.2,37.5,1003.2,11.6,1.6,5.8,55.0,34.0,0
50.6,46.4,994.0,5.8,6.9,22.0,55.0,41.0,1
42.3,31.4,996.7,16.8,11.3,19.8,53.1,35.1,1
40.7,28.4,1004.8,19.5,4.4,14.0,48.0,34.0,0
37.9,30.4,1008.3,12.9,7.7,14.0,44.1,36.0,1
30.3,20.9,1006.5,7.1,14.0,26.8,35.1,26.2,0
29.1,16.2,1012.4,16.6,6.5,15.0,42.1,19.2,0
35.6,24.6,1008.2,19.7,2.8,9.9,46.0,26.2,0
37.8,27.5,1007.7,11.8,7.5,16.9,46.0,32.0,1
29.9,23.3,1010.3,2.5,14.5,19.8,33.1,26.2,1
29.9,23.3,998.5,3.6,13.5,19.8,34.0,26.2,1
23.6,13.5,1012.1,15.1,10.3,22.0,28.9,19.2,0
19.7,9.5,1024.1,17.0,6.7,11.8,24.3,12.9,0
17.5,8.9,1027.0,17.6,3.6,8.9,29.1,10.2,0
26.2,16.5,1018.1,12.1,3.9,12.8,30.2,19.2,0
16.3,9.2,1017.8,8.9,3.2,7.0,23.2,12.2,0
26.5,21.4,1008.7,3.3,3.4,8.0,31.1,24.3,0
28.4,24.1,1012.7,2.9,5.8,11.8,32.0,22.1,1
20.0,13.6,1019.9,7.4,8.2,11.8,23.2,15.3,0
18.4,11.5,1016.4,10.0,3.9,12.8,26.2,11.1,0
17.7,11.1,1020.0,11.9,4.3,11.8,32.0,10.2,0
21.1,14.7,1022.1,8.6,8.7,18.8,32.0,16.2,0
21.9,18.2,1019.3,5.0,6.9,9.9,30.2,16.2,1
29.7,26.4,1016.2,3.1,8.6,15.9,30.2,27.1,1
18.5,12.5,1020.1,6.9,7.0,15.9,26.2,12.2,0
24.8,19.0,1011.9,5.2,8.1,19.8,26.2,20.1,0
16.8,11.6,1004.2,4.4,15.9,23.9,20.1,14.2,0
15.7,10.0,1010.6,5.1,18.0,22.9,19.2,12.2,0
5.3,-2.5,1027.6,14.6,6.8,15.9,11.1,-0.8,0
1.6,-6.4,1038.0,7.6,7.1,12.8,7.2,-3.8,0
-4.7,-15.5,1045.4,11.1,7.7,10.9,-0.8,-10.8,0
-9.0,-18.8,1042.5,13.4,2.8,7.0,-5.8,-12.8,0
-7.4,-17.4,1036.1,11.5,5.5,8.9,-0.8,-11.7,0
-2.4,-11.1,1027.7,7.5,8.5,18.8,2.1,-5.8,0
-10.6,-22.2,1033.5,17.0,9.1,17.9,-5.8,-17.9,0
-7.5,-19.7,1036.3,11.7,9.7,15.0,-4.9,-10.8,0
-11.6,-22.7,1046.8,6.7,17.2,25.8,-8.9,-13.9,0
-7.4,-20.4,1041.1,16.7,9.0,16.9,2.1,-12.8,0
3.3,-7.3,1023.5,19.3,2.5,5.8,14.2,-3.8,0
16.5,12.2,1015.7,11.7,2.7,8.0,17.2,15.3,0
9.6,2.4,1022.3,12.6,12.4,22.0,15.3,4.1,0
0.5,-9.6,1035.8,20.1,6.9,11.8,6.3,-3.8,0
3.0,-6.9,1034.2,19.9,4.1,14.0,18.1,-4.9,0
20.9,14.4,1025.3,18.2,5.4,9.9,25.2,15.3,0
25.5,23.2,1029.2,5.2,1.6,4.9,29.1,23.2,1
20.7,18.9,1032.8,10.3,2.4,7.0,27.1,14.2,0
22.3,18.7,1023.9,11.8,2.9,8.9,33.1,13.1,0
31.0,28.0,1018.8,14.7,3.0,9.9,36.0,26.2,0
31.5,28.1,1013.9,16.6,1.5,8.0,41.0,25.2,0
33.7,28.6,1016.5,17.4,6.0,9.9,37.0,28.2,0
31.1,25.7,1018.2,12.7,1.3,4.9,39.0,23.2,0
30.3,21.4,1021.7,13.9,3.5,9.9,37.9,25.2,0
28.8,18.3,1022.7,14.9,7.2,14.0,31.1,27.1,0
15.3,1.5,1036.4,15.1,7.4,15.0,26.2,6.3,0
15.7,3.5,1024.1,17.4,8.0,11.8,26.2,8.2,0
23.0,12.5,1021.8,11.2,4.7,10.9,26.2,17.2,0
14.4,4.4,1030.4,9.4,8.5,12.8,23.2,8.2,0
9.9,-0.3,1042.0,8.5,4.1,8.0,17.2,4.1,0
14.1,6.5,1036.4,4.8,2.6,8.9,17.2,10.9,0
12.0,2.9,1022.1,8.4,4.0,11.8,19.2,5.2,0
10.0,-2.9,1029.9,14.2,4.3,10.9,15.3,4.1,0
3.0,-11.3,1035.5,14.9,3.0,7.0,9.1,-4.9,0
4.5,-10.0,1030.2,18.4,4.7,15.9,14.2,-2.7,0
-1.6,-15.0,1040.1,19.9,5.2,11.8,7.2,-7.8,0
4.6,-6.4,1030.3,18.6,4.5,8.0,15.3,-3.8,0
17.3,9.7,1021.9,12.4,4.4,9.9,27.1,10.2,0
28.6,24.0,1016.0,8.5,5.7,8.9,32.0,27.1,1
24.4,18.1,1012.3,13.5,2.7,8.0,39.0,15.3,0
32.2,26.2,1015.5,19.9,2.3,7.0,42.1,22.1,0
36.4,31.3,1010.5,13.8,4.1,14.0,39.9,34.0,0
28.1,23.3,1021.5,8.3,6.5,15.0,33.1,24.3,0
37.8,31.3,1009.6,14.9,6.1,15.9,45.0,33.1,1
35.3,30.2,1007.9,16.7,5.5,20.0,44.1,29.1,0
29.9,20.8,1021.7,14.7,15.5,35.9,39.0,28.2,1
32.3,24.0,1019.6,19.9,5.2,11.1,41.0,27.1,0
35.4,29.1,1014.1,16.5,1.2,4.1,46.0,29.1,0
38.8,30.3,1009.0,14.9,6.2,22.0,45.0,35.1,0
35.6,26.6,1010.3,16.4,7.8,15.9,44.1,30.2,0
34.9,26.8,1015.1,16.4,9.5,14.0,41.0,32.0,0
14.7,1.2,1021.5,10.8,17.0,29.9,34.0,2.1,0
14.8,2.1,1025.2,18.0,4.5,12.0,30.2,7.2,0
28.5,17.6,1024.8,18.0,6.2,14.0,39.0,22.1,0
34.6,24.5,1024.1,12.4,5.7,8.9,50.0,26.2,0
39.0,30.9,1017.9,8.4,1.3,6.0,46.0,32.0,0
36.0,32.8,1013.0,3.1,1.8,6.0,42.1,31.1,0
40.2,37.1,1006.5,2.5,6.9,12.0,52.0,36.0,0
40.3,33.6,1002.8,9.9,4.8,11.1,53.1,36.0,1
36.2,28.0,1007.0,14.7,5.9,9.9,46.0,31.1,0
40.8,31.5,1009.2,19.9,2.8,8.9,57.9,33.1,0
49.9,37.6,1008.5,15.9,6.5,12.0,55.0,48.0,1
41.7,38.3,1011.1,4.7,6.3,14.0,48.0,37.0,1
34.9,29.1,1017.4,7.9,6.7,12.0,37.9,32.0,0
34.5,29.9,1009.0,6.4,8.4,18.1,36.0,33.1,1
31.8,25.9,1012.7,8.8,16.7,24.1,35.1,29.1,1
30.6,21.1,1023.1,15.5,4.6,9.9,42.1,22.1,0
35.1,25.4,1014.6,15.1,2.1,5.1,54.0,25.2,0
44.6,30.4,1006.2,17.4,2.3,9.9,64.9,32.0,0
40.1,30.6,1008.3,16.4,8.2,14.0,51.1,35.1,0
34.6,27.7,1014.7,14.5,3.8,9.9,44.1,26.2,0
35.5,28.5,1014.2,12.3,2.3,8.0,45.0,26.2,0
39.2,31.6,1017.8,14.2,5.6,11.1,45.0,33.1,1
31.8,26.2,1023.7,6.2,11.2,14.0,37.9,29.1,0
28.6,17.8,1026.4,14.9,13.0,17.1,33.1,25.2,0
28.7,18.6,1026.3,14.2,6.5,14.0,37.0,21.2,0
34.0,23.1,1015.5,13.5,3.0,7.0,48.9,27.1,0
35.7,27.6,1019.4,10.3,4.4,9.9,46.0,31.1,0
34.7,26.7,1021.1,7.1,3.9,9.9,45.0,28.2,1
37.2,30.6,1012.1,6.6,9.3,20.0,45.0,33.1,1
31.6,21.2,1018.3,13.2,14.5,20.0,34.0,29.1,0
25.8,15.9,1020.8,14.7,4.6,12.0,33.1,17.2,0
25.5,18.9,1017.3,7.2,6.0,11.1,32.0,19.2,0
17.4,7.6,1026.5,9.7,14.5,29.9,28.2,11.1,0
17.5,10.6,1031.0,7.0,3.3,6.0,24.3,11.1,0
20.5,13.6,1027.2,6.6,5.6,15.0,39.0,7.2,0
25.6,14.4,1027.5,13.5,6.1,13.0,35.1,20.1,0
24.0,17.6,1020.0,4.9,6.4,14.0,28.2,22.1,0
29.2,25.1,1018.9,5.2,6.1,8.9,34.0,27.1,1
36.1,34.2,1019.2,1.2,7.3,15.0,48.0,33.1,1
41.2,37.7,1011.0,3.6,9.0,15.9,46.9,31.1,1
29.7,22.2,1028.5,7.5,8.6,14.0,35.1,25.2,0
32.7,27.7,1022.3,3.8,6.9,13.0,35.1,30.2,1
29.2,23.0,1023.4,6.2,5.8,9.9,32.0,27.1,0
27.8,22.5,1016.9,2.0,11.3,21.0,29.1,27.1,1
27.9,22.3,1011.3,4.9,9.5,21.0,37.0,21.2,0
36.5,28.8,1009.7,11.7,16.7,20.0,37.0,36.0,0
35.8,25.4,1015.3,13.8,9.9,17.1,42.1,33.1,0
36.3,27.0,1023.0,11.9,2.5,6.0,46.9,28.2,0
41.3,29.8,1015.6,12.8,2.5,8.9,50.0,35.1,0
41.1,27.6,1013.2,10.9,1.8,6.0,55.0,28.2,0
43.3,33.9,1006.1,8.7,5.3,8.0,52.0,39.9,1
41.0,37.7,1001.9,5.1,4.1,11.1,44.1,39.9,1
38.6,33.0,1007.3,5.4,10.5,14.0,44.1,35.1,1
38.2,28.1,1015.5,11.5,8.6,15.0,43.0,32.0,0
36.0,22.7,1023.4,15.3,4.3,11.1,44.1,27.1,0
40.1,24.3,1024.9,14.8,2.4,6.0,44.1,36.0,0
39.7,25.2,1023.4,12.0,1.4,5.1,48.0,30.2,0
38.7,32.9,1016.2,5.8,6.8,18.1,45.0,34.0,1
42.3,37.7,1008.0,4.4,8.9,14.0,44.1,39.0,1
41.7,30.1,1015.3,11.5,12.3,18.1,52.0,37.0,0
44.4,28.3,1016.8,19.3,5.8,11.1,55.9,34.0,0
47.9,26.8,1015.2,18.8,2.8,8.0,61.0,34.0,0
50.1,33.9,1010.3,15.8,8.3,14.0,57.9,48.0,1
46.3,42.0,1011.2,6.9,7.3,12.0,48.9,45.0,1
45.4,41.2,1013.1,4.2,5.1,7.0,48.9,43.0,1
48.4,44.1,1015.0,2.7,4.1,7.0,54.0,46.9,1
50.6,47.1,1007.6,4.0,7.1,11.1,54.0,48.0,1
49.4,44.1,997.2,10.0,9.5,20.0,55.0,45.0,1
45.1,37.6,1000.4,12.3,16.4,24.1,50.0,42.1,1
45.2,39.7,1010.1,9.7,14.5,20.0,48.0,43.0,1
50.4,39.5,1017.0,12.6,13.0,22.9,60.1,45.0,1
53.5,36.0,1016.5,17.1,13.1,21.0,61.0,45.0,0
48.8,28.6,1014.2,17.4,6.5,11.1,57.9,37.0,0
50.4,31.7,1014.1,16.4,5.9,14.0,64.0,37.0,0
51.5,33.2,1015.1,15.5,2.9,8.0,63.0,37.0,0
51.7,34.8,1014.7,13.0,7.9,15.0,57.9,44.1,0
46.5,40.1,1014.1,4.3,10.4,15.9,54.0,44.1,1
40.7,34.7,1009.0,6.9,10.1,15.0,46.9,37.9,1
46.2,31.3,1007.7,13.9,8.2,13.0,64.0,37.9,1
54.2,37.3,1005.6,17.6,6.2,17.1,66.9,43.0,0
59.5,37.4,1003.8,15.9,6.9,17.1,73.9,48.9,0
72.1,58.1,993.1,12.6,10.5,20.0,80.1,66.9,0
58.6,40.9,996.8,15.4,12.8,28.0,72.0,48.9,1
48.3,21.5,1017.3,12.6,11.4,26.0,59.0,39.0,0
49.8,31.4,1011.2,12.7,8.7,22.0,59.0,42.1,1
41.4,28.5,1013.6,12.0,16.2,39.0,48.9,36.0,1
45.9,33.3,1020.4,14.6,2.5,8.9,55.9,35.1,1
54.0,44.3,1009.3,13.1,6.0,8.0,64.0,46.9,1
